"CD8_E_peak","CD4_peak","IgM_peak","IgG_peak"
41.0372897211747,1.39802220489402,0.505241706516959,0.159203418878883
41.0372897211747,1.39802220489402,0.505241706516959,0.159203418878883
41.0372897211747,1.39802220489402,0.505241706516959,0.159203418878883
41.0372897211747,1.39802220489402,0.505241706516959,0.159203418878883
41.0372897211747,1.39802220489402,0.505241706516959,0.159203418878883
41.0372897211747,1.39802220489402,0.505241706516959,0.159203418878883
41.0372897211747,1.39802220489402,0.505241706516959,0.159203418878883
41.0372897211747,1.39802220489402,0.505241706516959,0.159203418878883
41.0372897211747,1.39802220489402,0.505241706516959,0.159203418878883
41.0372897211747,1.39802220489402,0.505241706516959,0.159203418878883
