"parameter","perturbation_pct","arm","V_peak","V_AUC","K_peak","L_peak","C_pro_max","mortality_prob","S_V_peak","S_V_AUC","S_K_peak","S_L_peak","S_C_pro_max","S_mortality"
"K_CC",-10,"ribavirin",34182581.7725204,172451531.402818,21.3084007504629,65.6563218525395,0.376377730008904,0.0560809324967174,7.23423326117855e-12,-4.31950973018851e-10,-1.97519862885766e-09,-1.55297240836563e-09,-3.16613616875221e-06,-3.81959590016577e-09
"d_C",-10,"ribavirin",34182581.7613042,172451531.353703,21.3084055499248,65.6563304835238,0.417813506033374,0.0560870920791118,3.28850283799465e-09,2.41606984321074e-09,-2.25435534722518e-06,-1.31612315682689e-06,-1.10091285977349,-0.00109834190395929
"k_CD8_I",-10,"ribavirin",34265107.8756474,177321867.098529,21.5298980080379,66.2252218138794,0.377219325578653,0.0565042653795125,-0.0241427355169857,-0.282417654615878,-0.103948327432665,-0.0866481635846485,-0.0223635708335894,-0.0754860672836038
"k_neut_IgG",-10,"ribavirin",34183557.6649106,172463554.310222,21.3090115138028,65.6582495543695,0.376377628976022,0.0560821375696388,-0.000285494048397684,-0.000697176462031086,-0.000286632279910417,-0.000293606460454416,-4.81787274781023e-07,-0.000214884861730303
"k_KP",-10,"ribavirin",34182581.7725451,172451531.395369,19.1820209805355,65.6563218423432,0.376377610842627,0.0531349932077098,0,0,0.997906783826725,0,0,0.525301405943027
"k_LP",-10,"ribavirin",34182581.7716444,172451531.342456,21.3084007213223,63.1476458387785,0.376377610827572,0.0559058683538596,2.63496974674262e-10,3.06825534427551e-09,1.17004377011024e-08,0.382092071741195,4.0001378883651e-10,0.0312163356974028
"d_K",-10,"ribavirin",34182581.7725451,172451531.395369,22.3691349138562,65.6563218423432,0.376377610842627,0.0579059012760591,0,0,-0.49780092848526,0,0,-0.325416985811744
"d_L",-10,"ribavirin",34182581.772121,172451531.395616,21.3084007470742,70.2825910001518,0.376377610835086,0.0564603415612581,1.24095762727309e-10,-1.43195042285995e-11,-3.84915649236035e-10,-0.704618996007316,2.00366764944828e-10,-0.0676538476118398
"EC50_RBV",-10,"ribavirin",34182581.7725451,172217421.936593,21.3084007462541,65.6392366970305,0.376377610842627,0.0560708508430885,0,0.0135753772020013,0,0.00260220871856502,0,0.00179769339832107
"Emax_RBV",-10,"ribavirin",34182581.7725451,194496762.641484,21.3084007462541,65.9494354637024,0.376377610842627,0.0569266756390864,0,-1.27834360575048,0,-0.0446436250362856,0,-0.150807614363783
"CL_RBV",-10,"ribavirin",34182581.7725451,172390574.955573,21.3084007462541,65.6543744314482,0.376377610842627,0.0560753565362118,0,0.00353469982566812,0,0.000296606760847912,0,0.000994266471488173
"beta",-25,"ribavirin",16401262.3833023,140892237.918364,4.04472304412192,29.7787988568732,0.202329967212055,0.0244367502488019,2.08074621250809,0.732015383607141,3.24072705553316,2.18577720948918,1.84971303942248,2.25703680946702
"p",-25,"ribavirin",15360533.5818962,106895167.82745,3.65518146267088,22.8501510469484,0.248640009358723,0.0211736309042509,2.20253090487934,1.52057480817893,3.31385156376629,2.60789332050509,1.35754729084898,2.48978039631722
"c",-25,"ribavirin",45001132.4475633,248979541.914397,39.0054688187224,119.888424601461,0.37610220252451,0.0756393920110544,-1.26597233023603,-1.7750613149054,-3.32208283168871,-3.30399883742148,0.00292693624894764,-1.3950167140586
"delta_natural",-25,"ribavirin",34659956.6953953,181781333.679068,21.6770353092902,66.7384437018544,0.38124008886408,0.0568550391114887,-0.0558617749854736,-0.216404046011275,-0.0691998554797121,-0.0659264381035294,-0.0516765916077336,-0.0552135352979672
"delta_NK",-25,"ribavirin",34182602.3994204,172452827.828805,21.3084067219128,65.6563444122622,0.37637781442574,0.0560809831135149,-2.4137293501097e-06,-3.00706737943867e-05,-1.12174701321986e-06,-1.37503401215692e-06,-2.16360491937221e-06,-3.61179573343369e-06
"delta_CD8",-25,"ribavirin",34271559.3909751,176835807.287602,21.3366965452907,65.7592667541149,0.377245751419586,0.0562554256269325,-0.0104120419015739,-0.101692941935812,-0.00531167014804471,-0.0062717440686861,-0.00922627225370853,-0.0124458095779738
"k_CC",-25,"ribavirin",34182581.7816381,172451532.161893,21.3084011101501,65.6563227280388,0.376377483967147,0.0560809329412786,-1.06404476891913e-09,-1.77794614368684e-08,-6.83103392329068e-08,-5.39594988665051e-08,1.34838499268387e-06,-3.32363799423216e-08
"K_CC",-25,"ribavirin",34182581.7752259,172451531.405102,21.3084007362874,65.6563218192547,0.376378005999567,0.0560809325156074,-3.13693268230043e-10,-2.25759444171774e-10,1.87092707625487e-09,1.40663309614271e-09,-4.19957965685722e-06,-2.87517642326375e-09
"d_C",-25,"ribavirin",34182581.7559177,172451531.505499,21.3084150539739,65.6563481072797,0.500458516434348,0.0560993824260843,1.94571798295542e-09,-2.55446406691756e-09,-2.68583645089913e-06,-1.60014668592578e-06,-1.31868529920183,-0.00131595178419324
"k_CD8_I",-25,"ribavirin",34388865.1575093,184843396.099652,21.8560651080086,67.0671069767914,0.378475747361835,0.0571286388624565,-0.024139005805559,-0.287428348220878,-0.10280722017128,-0.0859496904402177,-0.022298207531637,-0.0747281716559373
"k_neut_IgG",-25,"ribavirin",34185021.6009259,172481593.714611,21.3099277038706,65.6611412620488,0.376377656068611,0.0560839453538905,-0.000285505453857585,-0.000697293181418493,-0.000286639553056871,-0.00029361496777803,-4.80644781431326e-07,-0.000214895042625384
"k_KP",-25,"ribavirin",34182581.7725451,172451531.395369,15.9924513319577,65.6563218423432,0.376377610842627,0.0482349306953328,0,0,0.997906783826726,0,0,0.559619923111661
"k_LP",-25,"ribavirin",34182581.7706725,172451531.313705,21.3084007086336,59.4934495157172,0.376377610810668,0.0556387240360625,2.19136891718099e-10,1.89419217625751e-09,7.0620824161407e-09,0.375462539094076,3.39648162786442e-10,0.0315407337015368
"d_K",-25,"ribavirin",34182581.7725451,172451531.395369,24.1442494662953,65.6563218423432,0.376377610842627,0.0609689266333924,0,0,-0.532343793194288,0,0,-0.348638579449351
"d_L",-25,"ribavirin",34182581.7715011,172451531.396152,21.3084007483738,79.0541433738063,0.37637761082386,0.0571157161504707,1.22177677379362e-10,-1.81698367679815e-11,-3.97913788406473e-10,-0.816239542850691,1.99456174522261e-10,-0.0738064528887603
"EC50_RBV",-25,"ribavirin",34182581.7725451,171888011.392517,21.3084007462541,65.6149480760469,0.376377610842627,0.0560566368146006,0,0.0130708031014223,0,0.00252062650696201,0,0.00173289990902823
"Emax_RBV",-25,"ribavirin",34182581.7725451,227566170.844967,21.3084007462541,66.6552227614838,0.376377610842627,0.0581072296524421,0,-1.27837982077968,0,-0.0608563435240319,0,-0.144526639462556
"CL_RBV",-25,"ribavirin",34182581.7725451,172309241.962698,21.3084007462541,65.6514637471543,0.376377610842627,0.056067632538831,0,0.00330039244114653,0,0.000295971205980403,0,0.000948624488128597
"beta",-50,"ribavirin",0,0,0,0,0,0,2,2,2,2,2,2
"p",-50,"ribavirin",0,0,0,0,0,0,2,2,2,2,2,2
"c",-50,"ribavirin",65570648.3692132,389785826.998759,67.3658702862241,210.602819539529,0.375334137564336,0.0935726317507422,-1.8364947858841,-2.52052613096397,-4.32294005434141,-4.41530971062429,0.00554482120206482,-1.33705691473516
"delta_natural",-50,"ribavirin",35151477.0867059,191983195.514131,22.0510495244457,67.8387310187126,0.386403920876358,0.0576440929182945,-0.0566894168853527,-0.226517723104279,-0.0697047879881113,-0.0664797879360284,-0.0532779301685023,-0.0557465924335809
"delta_NK",-50,"ribavirin",34182623.0263116,172454124.287329,21.3084126975729,65.6563669821907,0.376378018008994,0.0560810337522902,-2.41373028474038e-06,-3.00709647464587e-05,-1.1217471466025e-06,-1.37503430651947e-06,-2.16360567274051e-06,-3.61181560026523e-06
"delta_CD8",-50,"ribavirin",34360826.2406102,181531856.48102,21.3650417250624,65.8624383904133,0.378116413040968,0.0564360021742982,-0.0104289646259703,-0.105308720800322,-0.00531630500879296,-0.00627865047222739,-0.00923966861072301,-0.0126627601692562
"k_CC",-50,"ribavirin",34182581.7756376,172451531.595472,21.3084008370949,65.6563220637761,0.37637735687112,0.0560809325625355,-1.80939965727681e-10,-2.32069323513983e-09,-8.52629711753062e-09,-6.74521050944539e-09,1.34955693170196e-06,-3.11117160584222e-09
"K_CC",-50,"ribavirin",34182581.7718429,172451531.428843,21.3084007689167,65.6563218968725,0.376379134905938,0.0560809327079508,4.10858240815196e-11,-3.88212024886561e-10,-2.12710512699087e-09,-1.66104978354056e-09,-8.09858645492725e-06,-8.29708228711751e-09
"d_C",-50,"ribavirin",34182581.7680163,172451531.306482,21.3084411434764,65.6563990586882,0.744737493002262,0.0561358022109281,2.64977823748575e-10,1.03086708883814e-09,-3.79167097308403e-06,-2.35213739611239e-06,-1.95739529423633,-0.00195680539568475
"k_CD8_I",-50,"ribavirin",34595126.7772913,197987163.713026,22.3846756391667,68.4665925220189,0.38055663350394,0.0581446382237083,-0.0241377323393115,-0.296148513278361,-0.101018833438434,-0.085605486290378,-0.0222065422645991,-0.0735974120730108
"k_neut_IgG",-50,"ribavirin",34187461.7542312,172511672.8179,21.311454790644,65.6659611472552,0.376377700936274,0.0560869587084934,-0.000285524464977948,-0.00069748783376651,-0.000286651675675333,-0.000293629147703933,-4.78740734497933e-07,-0.000214912018422777
"k_KP",-50,"ribavirin",34182581.7725451,172451531.395369,10.6765019176614,65.6563218423432,0.376377610842627,0.0384677129653959,0,0,0.997906783826726,0,0,0.628135757823192
"k_LP",-50,"ribavirin",34182581.766267,172451531.575902,21.3084008427705,53.6756201105086,0.376377610616441,0.0551805179591226,3.67329037557484e-10,-2.09372650088188e-09,-9.05900074214732e-09,0.364951961841639,1.20190944851345e-09,0.0321112533772809
"d_K",-50,"ribavirin",34182581.7725451,172451531.395369,27.7059197791189,65.6563218423432,0.376377610842627,0.0672672044736791,0,0,-0.600469186688217,0,0,-0.398933166930126
"d_L",-50,"ribavirin",34182581.7705185,172451531.397557,21.3084007507442,101.590004972942,0.376377610805667,0.0585046353098933,1.18576036210103e-10,-2.53800510502121e-11,-4.21444155019146e-10,-1.0945993355182,1.96399634853122e-10,-0.0864358963954163
"EC50_RBV",-50,"ribavirin",34182581.7725451,171406045.953807,21.3084007462541,65.5788805692854,0.376377610842627,0.0560357797457013,0,0.0121249771817378,0,0.00235898907781641,0,0.00161027028626375
"Emax_RBV",-50,"ribavirin",34182581.7725451,282682997.353979,21.3084007462541,70.0331068545749,0.376377610842627,0.0599563269580797,0,-1.27840518511708,0,-0.133324100084113,0,-0.13820720561271
"CL_RBV",-50,"ribavirin",34182581.7725451,172195929.656268,21.3084007462541,65.6466403459616,0.376377610842627,0.0560562562713841,0,0.00296433133452011,0,0.000294914369553246,0,0.000880021170245318
"beta",10,"ribavirin",34133644.9385153,182045050.376574,27.4128961313917,83.7014280435958,0.376048405454078,0.0635569001302255,-0.0143163071635277,0.556302336290084,2.86483038207868,2.74841868915277,-0.00874667831097737,1.3330676443766
"p",10,"ribavirin",37548025.9782132,199210692.185225,29.4004857521873,89.6201742096394,0.376100357541097,0.0660411390296832,0.984549449208413,1.55169168828704,3.7976031623846,3.64989260666157,-0.00736636010069223,1.77604153760707
"c",10,"ribavirin",30944644.3322094,150150244.103663,15.8645637779276,51.3350391779008,0.37605201850944,0.0476594418876703,-0.947247771359501,-1.29319160643329,-2.55478439379521,-2.18124961353018,-0.00865068281980103,-1.50166736106538
"delta_natural",10,"ribavirin",33995486.5231801,168943431.666038,21.1624242766546,65.2284464706892,0.374470062836166,0.0557753263383974,-0.0547340896044571,-0.2034252581549,-0.0685065347407984,-0.0651689524554043,-0.0506817608568812,-0.0544937688106401
"delta_NK",10,"ribavirin",34182573.5217995,172451012.829019,21.3083983559913,65.656312814379,0.376377529409422,0.0560809122201659,-2.41372804842723e-06,-3.00702664509788e-05,-1.12174668976693e-06,-1.37503351217347e-06,-2.16360387368285e-06,-3.61176785137259e-06
"delta_CD8",10,"ribavirin",34147071.4800262,170779361.415686,21.2970961808053,65.6152071008947,0.376031058689217,0.0560127715583928,-0.0103884173393544,-0.096964634999323,-0.00530521533893237,-0.00626211464408242,-0.00920756557847249,-0.0121540270276339
"k_CC",10,"ribavirin",34182581.7742649,172451531.591921,21.3084008429505,65.656322077384,0.376377661672466,0.0560809326103884,5.03109427481698e-10,1.13975235013788e-08,4.53795016190431e-08,3.57986419561497e-08,1.35050112754224e-06,2.40886848219224e-08
"K_CC",10,"ribavirin",34182581.7751166,172451531.700767,21.3084008984948,65.6563222124268,0.376377522714443,0.0560809326658769,7.5226217525273e-10,1.77091949418123e-08,7.14463560542101e-08,5.63667793621353e-08,-2.3414831819023e-06,3.39830538820947e-08
"d_C",10,"ribavirin",34182581.7459902,172451531.283497,21.3083967286577,65.6563147022458,0.342356741236553,0.0560758783528898,-7.76855080912832e-09,-6.487141532318e-09,-1.88545185987568e-06,-1.08749580631518e-06,-0.90390258681725,-0.000901219395588577
"k_CD8_I",10,"ribavirin",34099994.5771625,167692230.839055,21.0834829751161,65.0787505108498,0.375531770180388,0.055651430577279,-0.0241606078593476,-0.275979025399445,-0.105553567260326,-0.0879688833133679,-0.0224731928221113,-0.0765860835511108
"k_neut_IgG",10,"ribavirin",34181605.9318205,172439511.124263,21.3077899806471,65.6543941593025,0.376377592646615,0.0560797274322054,-0.000285478941034369,-0.000697023158251785,-0.000286631368651828,-0.00029360204571742,-4.83450968024404e-07,-0.000214875723037282
"k_KP",10,"ribavirin",34182581.7725451,172451531.395369,23.4347805119726,65.6563218423432,0.376377610842627,0.0588044533265115,0,0,0.997906783826722,0,0,0.48564114949666
"k_LP",10,"ribavirin",34182581.7730516,172451531.402746,21.3084007490961,68.2327039504942,0.376377610851218,0.0562540245942014,1.48161194916725e-10,4.27805125728915e-10,1.33377814139493e-09,0.39240427057999,2.28244931720587e-10,0.0308647005790903
"d_K",10,"ribavirin",34182581.7725451,172451531.395369,20.3332570088575,65.6563218423432,0.376377610842627,0.0543998386696162,0,0,-0.457633470014372,0,0,-0.299762099430336
"d_L",10,"ribavirin",34182581.7726526,172451531.357699,21.3084007272718,61.8307799808169,0.376377610845089,0.0557440587771615,3.14369829243682e-11,-2.18439319140214e-09,-8.90835037511351e-09,-0.582661616456736,6.5409417963079e-11,-0.0600692041423714
"EC50_RBV",10,"ribavirin",34182581.7725451,172696245.235496,21.3084007462541,65.6740256644599,0.376377610842627,0.0560914529859955,0,0.0141902967255315,0,0.00269643830477237,0,0.00187595145699813
"Emax_RBV",10,"ribavirin",34182581.7725451,150408306.573938,21.3084007462541,65.441981648619,0.376377610842627,0.0551770526555065,0,-1.27822725858509,0,-0.0326457815043214,0,-0.161174178084214
"CL_RBV",10,"ribavirin",34182581.7725451,172518658.752002,21.3084007462541,65.6582748280807,0.376377610842627,0.0560868828017682,0,0.00389253467858674,0,0.000297455855373972,0,0.00106102488114991
"beta",25,"ribavirin",34052093.5094994,189946230.814401,33.9560765926061,105.614712642977,0.375551127935495,0.0704536074885773,-0.015269562014253,0.405788206749491,2.37421400075282,2.43439715655004,-0.00878355017220326,1.02513809089116
"p",25,"ribavirin",42563585.7779381,236140199.821007,40.8754148122921,126.701406407491,0.375537871743969,0.0768849872695683,0.980733879162337,1.47725376307905,3.67310795381543,3.71906819341671,-0.00892443200092216,1.48385940647014
"c",25,"ribavirin",25406919.953787,122979439.813906,9.24649043994774,34.3015299243443,0.355771564222866,0.0347797698777316,-1.02691620862958,-1.14750135719099,-2.26425445061648,-1.91023749355253,-0.218993330380404,-1.5193158642252
"delta_natural",25,"ribavirin",33723409.6704562,163904544.878591,20.9450160559603,64.5918605768157,0.371647888171645,0.0553211120105669,-0.0537317052461771,-0.198246694537781,-0.0682143525684567,-0.064850496382272,-0.0502657175637313,-0.0541945671152688
"delta_NK",25,"ribavirin",34182561.1456859,172450234.987023,21.3083947705986,65.6562992724383,0.376377407259656,0.0560808818376382,-2.41372748346392e-06,-3.00700918086739e-05,-1.12174639565819e-06,-1.37503316370015e-06,-2.16360341912508e-06,-3.61175582110447e-06
"delta_CD8",25,"ribavirin",34093892.3634179,168353697.301399,21.2801542305519,65.5536030455323,0.37551198327168,0.05591222576856,-0.0103783160344502,-0.0950489464677387,-0.00530241871054174,-0.0062579683983908,-0.0091995649689067,-0.0120330885590116
"k_CC",25,"ribavirin",34182581.7719776,172451531.344093,21.3084007220868,65.6563217835503,0.376377737840985,0.0560809324600922,-6.6409345887794e-11,-1.18934283596243e-09,-4.53665668366311e-09,-3.58185980055898e-09,1.34969088967079e-06,-1.08447416824048e-09
"K_CC",25,"ribavirin",34182581.7814998,172451532.149109,21.3084011040496,65.6563227132261,0.376377428082786,0.0560809329257056,1.0478578722964e-09,1.74829457381066e-08,6.71651578218904e-08,5.30570612034292e-08,-1.94230300157819e-06,3.21256304707936e-08
"d_C",25,"ribavirin",34182581.7672827,172451532.030231,21.3083922440192,65.6563071532163,0.301420874863722,0.056069800424723,-6.1580478838639e-10,1.4725568455101e-08,-1.59603435275902e-06,-8.9491013646865e-07,-0.796612060011683,-0.000793998964167741
"k_CD8_I",25,"ribavirin",33975881.5680177,160914029.383947,20.7393402449203,64.2041156757548,0.374253215725445,0.0549954709924408,-0.024187781473365,-0.267611471305998,-0.106823690451524,-0.0884731965385187,-0.0225772740565069,-0.0774210723642345
"k_neut_IgG",25,"ribavirin",34180142.2686532,172421485.797326,21.3068738966892,65.6515028368339,0.37637756525242,0.0560779200443199,-0.000285467482614389,-0.000696905334489465,-0.000286619269664771,-0.000293589733578614,-4.8451561665959e-07,-0.000214863116139836
"k_KP",25,"ribavirin",34182581.7725451,172451531.395369,26.6243501605504,65.6563218423432,0.376377610842627,0.0625252030521874,0,0,0.997906783826724,0,0,0.459640757915659
"k_LP",25,"ribavirin",34182581.7737938,172451531.412842,21.3084007529667,72.2517498039475,0.376377610863076,0.0565111307280588,1.46111895093839e-10,4.05290703680859e-10,1.26009523174706e-09,0.401815257177612,2.17320501432361e-10,0.0306841012639415
"d_K",25,"ribavirin",34182581.7725451,172451531.395369,19.0113274115179,65.6563218423432,0.376377610842627,0.0521066718160275,0,0,-0.431205206264017,0,0,-0.283466089728082
"d_L",25,"ribavirin",34182581.7733423,172451531.354323,21.3084007245434,58.310008975046,0.376377610856111,0.0553665386550596,9.32791060416068e-11,-9.52046219424001e-10,-4.07550618124222e-09,-0.447561645925737,1.43298673826368e-10,-0.0509544894284212
"EC50_RBV",25,"ribavirin",34182581.7725451,173081606.588677,21.3084007462541,65.7015865390085,0.376377610842627,0.0561079835022314,0,0.014614545622408,0,0.00275767483740331,0,0.00192942775668319
"Emax_RBV",25,"ribavirin",34182581.7725451,117347933.535432,21.3084007462541,65.2188231204783,0.376377610842627,0.0536904587896896,0,-1.27812371195718,0,-0.0266538672644795,0,-0.170501707450042
"CL_RBV",25,"ribavirin",34182581.7725451,172632617.353043,21.3084007462541,65.6612147802231,0.376377610842627,0.0560965790477048,0,0.00420027485308097,0,0.000298093937798082,0,0.00111599944704124
"beta",50,"ribavirin",33906846.9105271,190922805.354898,40.3568468907286,128.300348116223,0.374505010726751,0.076417712778831,-0.0161330623797104,0.214219889032836,1.78788134983084,1.90824050193683,-0.0099506456384774,0.725265412178816
"p",50,"ribavirin",50860552.8054226,287701200.424219,58.2107896254747,184.172259795832,0.374461896433988,0.0885952652644337,0.975816931784415,1.33660360214052,3.46364697366676,3.6101912086417,-0.0101797469001959,1.15955036245017
"c",50,"ribavirin",12027831.0020198,96467004.8451318,2.71351514344277,19.8752706187419,0.203460883186315,0.0178267713218862,-1.29625965165215,-0.881227623036087,-1.74531029561946,-1.39456643134937,-0.918847044430668,-1.36424839833971
"delta_natural",50,"ribavirin",33286770.47959,156074961.488258,20.5867543253819,63.5445665690353,0.367046102495523,0.0545749384678829,-0.0524133196793629,-0.189926639382115,-0.0677335131308703,-0.0643275533581904,-0.0495858843793221,-0.0537078804129102
"delta_NK",50,"ribavirin",34182540.5188427,172448938.603766,21.3083887949457,65.6562767025457,0.376377203676828,0.0560808312005381,-2.41372654273024e-06,-3.00698008489981e-05,-1.12174615623633e-06,-1.37503278492481e-06,-2.1636026545477e-06,-3.61173590255378e-06
"delta_CD8",50,"ribavirin",34006590.5713083,164519467.101935,21.2519565991388,65.4511090238234,0.374648860660114,0.0557490208711392,-0.0102971274907172,-0.0919918104438113,-0.00529783044607032,-0.00625112137754507,-0.00918625408478965,-0.0118368789357695
"k_CC",50,"ribavirin",34182581.774614,172451531.680375,21.3084008903383,65.6563221924007,0.376377864891183,0.0560809327004914,1.21048622595002e-10,3.30534734709192e-09,1.35237044891235e-08,1.06633271457536e-08,1.34996635610507e-06,8.03106006012195e-09
"K_CC",50,"ribavirin",34182581.7735566,172451531.338486,21.3084007103759,65.6563217557993,0.376377328614172,0.0560809323906813,5.91812156254498e-11,-6.5969917961716e-10,-3.36751441353356e-09,-2.63627118476532e-09,-1.49970905328537e-06,-3.01762182570657e-09
"d_C",50,"ribavirin",34182581.7543161,172451531.468459,21.3083859650345,65.6562962808915,0.251374314593331,0.0560623685280659,-1.06657097450807e-09,8.47663151271295e-10,-1.38736076564333e-06,-7.78644037090648e-07,-0.664244060476609,-0.000662041318199597
"k_CD8_I",50,"ribavirin",33767811.693664,151290232.945099,20.1462844758746,62.7057288946608,0.37208620066385,0.0538754529876284,-0.0242679199389391,-0.245417344561056,-0.109075878966066,-0.0898799343273447,-0.0228037484438538,-0.0786534527984146
"k_neut_IgG",50,"ribavirin",34177703.0898669,172391456.980212,21.3053471935436,65.646684338703,0.376377519308669,0.0560749081114978,-0.000285448460900091,-0.000696710718324551,-0.000286605526789914,-0.000293574277992769,-4.86394280036899e-07,-0.000214845350568889
"k_KP",50,"ribavirin",34182581.7725451,172451531.395369,31.9402995748467,65.6563218423432,0.376377610842627,0.067914568860563,0,0,0.997906783826724,0,0,0.422019958048268
"k_LP",50,"ribavirin",34182581.7750032,172451531.427567,21.3084007585831,80.1573367138115,0.376377610880491,0.0569663652852001,1.43821526816995e-10,3.7341658637549e-10,1.15720285573761e-09,0.441724862574199,2.01200661648617e-10,0.0315769646053363
"d_K",50,"ribavirin",34182581.7725451,172451531.395369,17.1222367853971,65.6563218423432,0.376377610842627,0.0487789333848629,0,0,-0.392912073572003,0,0,-0.260409332303821
"d_L",50,"ribavirin",34182581.7746795,172451531.349232,21.3084007202445,53.3821414373317,0.376377610874396,0.0548186357805359,1.24882177719968e-10,-5.35072486973287e-10,-2.44124927635576e-09,-0.373891806930179,1.68815264015451e-10,-0.0450169652695041
"EC50_RBV",50,"ribavirin",34182581.7725451,173767503.294988,21.3084007462541,65.7510218505325,0.376377610842627,0.0561373639757462,0,0.0152619334716359,0,0.00288471865410455,0,0.00201250221630119
"Emax_RBV",50,"ribavirin",34182581.7725451,62483348.2016457,21.3084007462541,64.9653055306252,0.376377610842627,0.0508342512359587,0,-1.27535177338154,0,-0.0210494981238003,0,-0.187111055674733
"CL_RBV",50,"ribavirin",34182581.7725451,172865583.20932,21.3084007462541,65.6661427084307,0.376377610842627,0.0561150913938512,0,0.00480194998097363,0,0.00029915980097322,0,0.0012182008053988
