"time","C_pro","P","PLT","treatment_day","arm"
10,0.238009622193411,253.344651712217,40.3589508869803,5,"placebo"
10.5,0.227281924656214,245.03219642478,40.7327066333578,5,"placebo"
11,0.216547087412957,236.385385978495,41.3111895550577,5,"placebo"
11.5,0.205822715270169,227.477834729919,42.0619418711183,5,"placebo"
12,0.195125738324043,218.37040874056,42.9626019084215,5,"placebo"
12.5,0.184472338874747,209.113904742161,43.9981732313527,5,"placebo"
13,0.17387789381368,199.751122383468,45.1590884552877,5,"placebo"
13.5,0.163356930031868,190.318467079952,46.4398413801368,5,"placebo"
14,0.152923095171402,180.847190148556,47.8380238441548,5,"placebo"
14.5,0.142589135030451,171.364348097556,49.3536513666153,5,"placebo"
15,0.132366887158489,161.89355034732,50.9886921157217,5,"placebo"
15.5,0.122267277391563,152.455530799584,52.7467494057721,5,"placebo"
16,0.112300329164883,143.068605243857,54.6328442527681,5,"placebo"
16.5,0.102475179226681,133.749021621959,56.6532819698664,5,"placebo"
17,0.0928000954710585,124.511239998741,58.8155757134394,5,"placebo"
17.5,0.0832825124158993,115.368153417856,61.1284168676632,5,"placebo"
18,0.0739290593132509,106.331268514258,63.6016804665633,5,"placebo"
18.5,0.0647456092273892,97.4108535721717,66.2464606393574,5,"placebo"
19,0.0557373346513314,88.6160643604011,69.0751315854399,5,"placebo"
19.5,0.0469087888823153,79.9550562544235,72.1014312334804,5,"placebo"
20,0.0382640362949329,71.4350920549691,75.3405655794575,5,"placebo"
20.5,0.0298069060463582,63.0626612378154,78.8093321244248,5,"placebo"
21,0.0215416188205748,54.8436466333159,82.5262593357244,5,"placebo"
0,0.0394620415268602,6.345027023202,248.397468750573,6,"placebo"
0.5,0.09232752936646,15.7199265145483,245.964099865072,6,"placebo"
1,0.184474873601713,35.8713166465112,240.29394380649,6,"placebo"
1.5,0.288714486859763,70.7087330059199,228.82315761938,6,"placebo"
2,0.354311611317968,116.159619163564,209.946335351102,6,"placebo"
2.5,0.375134824792166,162.174374096385,185.045795248604,6,"placebo"
3,0.374733058246063,201.568024317873,157.763963463123,6,"placebo"
3.5,0.367869554090796,232.285920021856,131.65670967124,6,"placebo"
4,0.359297093069886,254.948982517125,108.906120009065,6,"placebo"
4.5,0.350177263563358,270.910573448126,90.3198037176203,6,"placebo"
5,0.340771790137115,281.501246507928,75.8085647712236,6,"placebo"
5.5,0.331146601285191,287.837612014122,64.8458769648993,6,"placebo"
6,0.321327618876611,290.812896710486,56.7712784891311,6,"placebo"
6.5,0.311333360729419,291.131178905181,50.9515076283684,6,"placebo"
7,0.30118158512469,289.345461250136,46.8477863599398,6,"placebo"
7.5,0.290890504271354,285.890282959517,44.0312971450831,6,"placebo"
8,0.280478852776557,281.107835456141,42.1744606648768,6,"placebo"
8.5,0.269965722399772,275.268443062698,41.0335649576484,6,"placebo"
9,0.259370362436234,268.586513243024,40.4304295261352,6,"placebo"
9.5,0.248711990330198,261.232926845586,40.2363084757676,6,"placebo"
10,0.238009622193411,253.344651712217,40.3589508869803,6,"placebo"
10.5,0.227281924656214,245.03219642478,40.7327066333578,6,"placebo"
11,0.216547087412957,236.385385978495,41.3111895550577,6,"placebo"
11.5,0.205822715270169,227.477834729919,42.0619418711183,6,"placebo"
12,0.195125738324043,218.37040874056,42.9626019084215,6,"placebo"
12.5,0.184472338874747,209.113904742161,43.9981732313527,6,"placebo"
13,0.17387789381368,199.751122383468,45.1590884552877,6,"placebo"
13.5,0.163356930031868,190.318467079952,46.4398413801368,6,"placebo"
14,0.152923095171402,180.847190148556,47.8380238441548,6,"placebo"
14.5,0.142589135030451,171.364348097556,49.3536513666153,6,"placebo"
15,0.132366887158489,161.89355034732,50.9886921157217,6,"placebo"
15.5,0.122267277391563,152.455530799584,52.7467494057721,6,"placebo"
16,0.112300329164883,143.068605243857,54.6328442527681,6,"placebo"
16.5,0.102475179226681,133.749021621959,56.6532819698664,6,"placebo"
17,0.0928000954710585,124.511239998741,58.8155757134394,6,"placebo"
17.5,0.0832825124158993,115.368153417856,61.1284168676632,6,"placebo"
18,0.0739290593132509,106.331268514258,63.6016804665633,6,"placebo"
18.5,0.0647456092273892,97.4108535721717,66.2464606393574,6,"placebo"
19,0.0557373346513314,88.6160643604011,69.0751315854399,6,"placebo"
19.5,0.0469087888823153,79.9550562544235,72.1014312334804,6,"placebo"
20,0.0382640362949329,71.4350920549691,75.3405655794575,6,"placebo"
20.5,0.0298069060463582,63.0626612378154,78.8093321244248,6,"placebo"
21,0.0215416188205748,54.8436466333159,82.5262593357244,6,"placebo"
