"time","C_pro","P","PLT","treatment_day","arm"
0,0.0394620415268602,6.345027023202,248.397468750573,7,"placebo"
0.5,0.09232752936646,15.7199265145483,245.964099865072,7,"placebo"
1,0.184474873601713,35.8713166465112,240.29394380649,7,"placebo"
1.5,0.288714486859763,70.7087330059199,228.82315761938,7,"placebo"
2,0.354311611317968,116.159619163564,209.946335351102,7,"placebo"
2.5,0.375134824792166,162.174374096385,185.045795248604,7,"placebo"
3,0.374733058246063,201.568024317873,157.763963463123,7,"placebo"
3.5,0.367869554090796,232.285920021856,131.65670967124,7,"placebo"
4,0.359297093069886,254.948982517125,108.906120009065,7,"placebo"
4.5,0.350177263563358,270.910573448126,90.3198037176203,7,"placebo"
5,0.340771790137115,281.501246507928,75.8085647712236,7,"placebo"
5.5,0.331146601285191,287.837612014122,64.8458769648993,7,"placebo"
6,0.321327618876611,290.812896710486,56.7712784891311,7,"placebo"
6.5,0.311333360729419,291.131178905181,50.9515076283684,7,"placebo"
7,0.30118158512469,289.345461250136,46.8477863599398,7,"placebo"
7.5,0.290890504271354,285.890282959517,44.0312971450831,7,"placebo"
8,0.280478852776557,281.107835456141,42.1744606648768,7,"placebo"
8.5,0.269965722399772,275.268443062698,41.0335649576484,7,"placebo"
9,0.259370362436234,268.586513243024,40.4304295261352,7,"placebo"
9.5,0.248711990330198,261.232926845586,40.2363084757676,7,"placebo"
10,0.238009622193411,253.344651712217,40.3589508869803,7,"placebo"
10.5,0.227281924656214,245.03219642478,40.7327066333578,7,"placebo"
11,0.216547087412957,236.385385978495,41.3111895550577,7,"placebo"
11.5,0.205822715270169,227.477834729919,42.0619418711183,7,"placebo"
12,0.195125738324043,218.37040874056,42.9626019084215,7,"placebo"
12.5,0.184472338874747,209.113904742161,43.9981732313527,7,"placebo"
13,0.17387789381368,199.751122383468,45.1590884552877,7,"placebo"
13.5,0.163356930031868,190.318467079952,46.4398413801368,7,"placebo"
14,0.152923095171402,180.847190148556,47.8380238441548,7,"placebo"
14.5,0.142589135030451,171.364348097556,49.3536513666153,7,"placebo"
15,0.132366887158489,161.89355034732,50.9886921157217,7,"placebo"
15.5,0.122267277391563,152.455530799584,52.7467494057721,7,"placebo"
16,0.112300329164883,143.068605243857,54.6328442527681,7,"placebo"
16.5,0.102475179226681,133.749021621959,56.6532819698664,7,"placebo"
17,0.0928000954710585,124.511239998741,58.8155757134394,7,"placebo"
17.5,0.0832825124158993,115.368153417856,61.1284168676632,7,"placebo"
18,0.0739290593132509,106.331268514258,63.6016804665633,7,"placebo"
18.5,0.0647456092273892,97.4108535721717,66.2464606393574,7,"placebo"
19,0.0557373346513314,88.6160643604011,69.0751315854399,7,"placebo"
19.5,0.0469087888823153,79.9550562544235,72.1014312334804,7,"placebo"
20,0.0382640362949329,71.4350920549691,75.3405655794575,7,"placebo"
20.5,0.0298069060463582,63.0626612378154,78.8093321244248,7,"placebo"
21,0.0215416188205748,54.8436466333159,82.5262593357244,7,"placebo"
0,0.0394620415268602,6.345027023202,248.397468750573,1,"ribavirin"
0.5,0.09232752936646,15.7199265145483,245.964099865072,1,"ribavirin"
1,0.184474873601713,35.8713166465112,240.29394380649,1,"ribavirin"
1.5,0.043736961609763,52.6048723171741,230.298860415102,1,"ribavirin"
2,0.0365420781841802,61.1613912404094,218.744794642007,1,"ribavirin"
2.5,0.0373916336413312,68.0002004771341,206.853175938692,1,"ribavirin"
3,0.0382863060153895,74.158493596826,195.021395184691,1,"ribavirin"
3.5,0.0387196556722846,79.6254330704297,183.503215351236,1,"ribavirin"
4,0.0387248692154503,84.2581345266611,172.514311752972,1,"ribavirin"
4.5,0.0383911770538076,87.968558235436,162.231523236873,1,"ribavirin"
5,0.0378055784856907,90.7438755252718,152.782283727185,1,"ribavirin"
5.5,0.0370882674968631,92.6303279784281,144.241867775046,1,"ribavirin"
6,0.0363202513328256,93.7157993469818,136.637720243754,1,"ribavirin"
6.5,0.0354161864651918,94.0941525283902,129.959211942785,1,"ribavirin"
7,0.0344522942295416,93.8585236655848,124.169209166368,1,"ribavirin"
7.5,0.0334031410650254,93.098089435529,119.213543222322,1,"ribavirin"
8,0.0323317441519859,91.8948825505685,115.028592406937,1,"ribavirin"
8.5,0.0312045201254774,90.3217367859885,111.546984251312,1,"ribavirin"
9,0.0300743002328269,88.4421044555068,108.70166221978,1,"ribavirin"
9.5,0.0289052145405979,86.3102432565829,106.4285348081,1,"ribavirin"
10,0.027743666427551,83.9722983126577,104.668086943348,1,"ribavirin"
10.5,0.0265543748204146,81.4671070115286,103.366185207051,1,"ribavirin"
11,0.025378960799172,78.8274444019579,102.474372799675,1,"ribavirin"
11.5,0.0242082002725069,76.0812279552116,101.949781855213,1,"ribavirin"
12,0.0230792996664507,73.2561211232976,101.754630600821,1,"ribavirin"
12.5,0.0219537409226552,70.3732561392758,101.85572433525,1,"ribavirin"
13,0.0208307332707426,67.4482555027353,102.224377104653,1,"ribavirin"
13.5,0.0197117044421922,64.4939686842808,102.836026678804,1,"ribavirin"
14,0.0185980545774936,61.5213330223346,103.669754283851,1,"ribavirin"
14.5,0.0174910293490625,58.539771670403,104.707822801905,1,"ribavirin"
15,0.0163917244188254,55.5574501564975,105.935258885142,1,"ribavirin"
15.5,0.0153010946854035,52.5814695583748,107.339483352129,1,"ribavirin"
16,0.0142199612365193,49.6180194895901,108.909988132029,1,"ribavirin"
16.5,0.0131490204145323,46.6725009789377,110.638056216563,1,"ribavirin"
17,0.0120888460849517,43.7496256428593,112.516520443897,1,"ribavirin"
17.5,0.0110398962206639,40.8534960011708,114.539556863966,1,"ribavirin"
18,0.0100025171889989,37.9876708448849,116.702508549801,1,"ribavirin"
18.5,0.00897694804482514,35.155218773877,119.001736226899,1,"ribavirin"
19,0.00796332513374893,32.3587625368956,121.434492277092,1,"ribavirin"
19.5,0.00696168711389776,29.6005164483594,123.998814900774,1,"ribavirin"
20,0.00597198116594959,26.8823187967221,126.693440084851,1,"ribavirin"
20.5,0.00499407208182479,24.2056615385205,129.517728753752,1,"ribavirin"
21,0.00402775840688469,21.5717204342758,132.471606840425,1,"ribavirin"
0,0.0394620415268602,6.345027023202,248.397468750573,2,"ribavirin"
0.5,0.09232752936646,15.7199265145483,245.964099865072,2,"ribavirin"
1,0.184474873601713,35.8713166465112,240.29394380649,2,"ribavirin"
1.5,0.288714486859763,70.7087330059199,228.82315761938,2,"ribavirin"
2,0.354311611317968,116.159619163564,209.946335351102,2,"ribavirin"
2.5,0.0661792728395456,136.944158648806,186.78446450182,2,"ribavirin"
3,0.0441195412303848,135.702974949533,166.320355483682,2,"ribavirin"
3.5,0.0407005117857981,130.1484135927,149.930003895368,2,"ribavirin"
4,0.0389888998032118,124.291633283595,137.044928864549,2,"ribavirin"
4.5,0.0376003737758849,118.92456947274,126.931364256495,2,"ribavirin"
5,0.0363339153503315,114.108056798257,118.985417304899,2,"ribavirin"
5.5,0.035127119763504,109.75451487967,112.745309059317,2,"ribavirin"
6,0.0339516927166196,105.762252081426,107.861211704185,2,"ribavirin"
6.5,0.0328366187682621,102.045515787117,104.066456825849,2,"ribavirin"
7,0.0317970082529207,98.5426786242697,101.155353039825,2,"ribavirin"
7.5,0.030720044969411,95.1990669098537,98.9677580413462,2,"ribavirin"
8,0.02964733691318,91.9695795411733,97.3785061527218,2,"ribavirin"
8.5,0.0285404153334957,88.8199240877327,96.2891442151183,2,"ribavirin"
9,0.027442096286077,85.7250397183487,95.6217312903256,2,"ribavirin"
9.5,0.0263163799500122,82.6668817259054,95.3141973512976,2,"ribavirin"
10,0.0252028736120585,79.6329616180801,95.316882256402,2,"ribavirin"
10.5,0.0240681087459493,76.6148505629874,95.5898921181825,2,"ribavirin"
11,0.0229484983521658,73.6073657036072,96.1010931653631,2,"ribavirin"
11.5,0.0218132817425493,70.6076186439899,96.8245416108681,2,"ribavirin"
12,0.0206956521245706,67.614592543821,97.7392765629424,2,"ribavirin"
12.5,0.0195871522421627,64.6288739832879,98.8283502636449,2,"ribavirin"
13,0.0185170306715004,61.6553020597791,100.07789929254,2,"ribavirin"
13.5,0.0174534670578829,58.6969834122102,101.47646021202,2,"ribavirin"
14,0.016395528752488,55.7554424407625,103.014788763565,2,"ribavirin"
14.5,0.0153441558599099,52.8322684518338,104.685551523164,2,"ribavirin"
15,0.0143003065128808,49.9293393828394,106.483004251619,2,"ribavirin"
15.5,0.0132648387196786,47.0487607978132,108.402717984433,2,"ribavirin"
16,0.0122385039777533,44.1927663809949,110.441355739922,2,"ribavirin"
16.5,0.0112219485035406,41.3636294951479,112.596492433116,2,"ribavirin"
17,0.0102157149168137,38.5635926788678,114.866469913293,2,"ribavirin"
17.5,0.00922024464903217,35.7948133677717,117.250280314687,2,"ribavirin"
18,0.00823588081977938,33.0593230443429,119.747472351733,2,"ribavirin"
18.5,0.00726287167693182,30.3589972864364,122.358076174201,2,"ribavirin"
19,0.00630137555896214,27.6955348740741,125.082543369233,2,"ribavirin"
19.5,0.00535146671577112,25.0704448666087,127.921699331764,2,"ribavirin"
20,0.00441314704640373,22.4850416346362,130.876705637051,2,"ribavirin"
20.5,0.00348636852755266,19.9404499874646,133.949030199534,2,"ribavirin"
21,0.0025710904414997,17.4376283839911,137.140422550941,2,"ribavirin"
0,0.0394620415268602,6.345027023202,248.397468750573,3,"ribavirin"
0.5,0.09232752936646,15.7199265145483,245.964099865072,3,"ribavirin"
1,0.184474873601713,35.8713166465112,240.29394380649,3,"ribavirin"
1.5,0.288714486859763,70.7087330059199,228.82315761938,3,"ribavirin"
2,0.354311611317968,116.159619163564,209.946335351102,3,"ribavirin"
2.5,0.375134824792166,162.174374096385,185.045795248604,3,"ribavirin"
3,0.374733058246063,201.568024317873,157.763963463123,3,"ribavirin"
3.5,0.0666846182405815,207.377008294708,132.876632016883,3,"ribavirin"
4,0.0427578306638108,190.930877644096,114.589019760309,3,"ribavirin"
4.5,0.0389566391060464,172.542363862356,102.072104098191,3,"ribavirin"
5,0.037052593427704,156.356551833171,93.6560534422321,3,"ribavirin"
5.5,0.0355324724942371,142.793289629368,88.0732134685518,3,"ribavirin"
6,0.0341693595219855,131.502899048707,84.4650815961636,3,"ribavirin"
6.5,0.0328895926710355,122.044402326074,82.2560003277806,3,"ribavirin"
7,0.0316582245398832,114.029358219454,81.0547097528754,3,"ribavirin"
7.5,0.0304968549708394,107.143435564059,80.5905696219847,3,"ribavirin"
8,0.0294156098055724,101.143639923961,80.6730219211131,3,"ribavirin"
8.5,0.0283076350422408,95.8327333486176,81.1661123416754,3,"ribavirin"
9,0.0272100318171349,91.0536641377348,81.9723177823257,3,"ribavirin"
9.5,0.0260866557593347,86.6841871354484,83.0213926230756,3,"ribavirin"
10,0.0249761362102643,82.6301512475373,84.2626629565505,3,"ribavirin"
10.5,0.0238453210223355,78.819276068525,85.6596278076706,3,"ribavirin"
11,0.0227298861370354,75.1964901207019,87.1861500626287,3,"ribavirin"
11.5,0.0215994525090625,71.7199421742386,88.8237045325446,3,"ribavirin"
12,0.0204866130625136,68.3581885728316,90.5593935056007,3,"ribavirin"
12.5,0.019363794829276,65.0877048928056,92.3844763596509,3,"ribavirin"
13,0.0182604326413638,61.891221070042,94.2932984750616,3,"ribavirin"
13.5,0.0171688489685485,58.7564703906325,96.2824791229639,3,"ribavirin"
14,0.0161143592112491,55.6776987634463,98.3501678492669,3,"ribavirin"
14.5,0.0150687930550088,52.6497747484671,100.495526446297,3,"ribavirin"
15,0.014031249430318,49.6678683549426,102.718656280925,3,"ribavirin"
15.5,0.0130024748447108,46.7285305412912,105.02042415998,3,"ribavirin"
16,0.0119832254611928,43.8295955787562,107.402275448558,3,"ribavirin"
16.5,0.0109741633511331,40.9698963050169,109.866083300647,3,"ribavirin"
17,0.00997585121881341,38.1489970059451,112.414035752035,3,"ribavirin"
17.5,0.0089887537963537,35.3669758275296,115.048553412462,3,"ribavirin"
18,0.0080132408596007,32.6242545097435,117.772230920429,3,"ribavirin"
18.5,0.00704959072107267,29.9214671747745,120.587796375673,3,"ribavirin"
19,0.00609799454564181,27.259360523429,123.498084312456,3,"ribavirin"
19.5,0.00515856353977675,24.6387196073894,126.506018795477,3,"ribavirin"
20,0.0042313410263344,22.060315554263,129.614603895774,3,"ribavirin"
20.5,0.00331632750335907,19.5248747752387,132.826919082538,3,"ribavirin"
21,0.00241354639230758,17.0330767239061,136.146116656676,3,"ribavirin"
0,0.0394620415268602,6.345027023202,248.397468750573,4,"ribavirin"
0.5,0.09232752936646,15.7199265145483,245.964099865072,4,"ribavirin"
1,0.184474873601713,35.8713166465112,240.29394380649,4,"ribavirin"
1.5,0.288714486859763,70.7087330059199,228.82315761938,4,"ribavirin"
2,0.354311611317968,116.159619163564,209.946335351102,4,"ribavirin"
2.5,0.375134824792166,162.174374096385,185.045795248604,4,"ribavirin"
3,0.374733058246063,201.568024317873,157.763963463123,4,"ribavirin"
3.5,0.367869554090796,232.285920021856,131.65670967124,4,"ribavirin"
4,0.359297093069886,254.948982517125,108.906120009065,4,"ribavirin"
4.5,0.0636340705736079,247.181355087008,91.1084997103524,4,"ribavirin"
5,0.0405822575291362,220.632228005287,79.4706889163608,4,"ribavirin"
5.5,0.0368502510970228,194.474936953077,72.4886334215968,4,"ribavirin"
6,0.034942497172779,172.246660934312,68.5925303670293,4,"ribavirin"
6.5,0.0334063180074238,153.9634974271,66.7211744392468,4,"ribavirin"
7,0.0320240050966773,138.97883983914,66.1974398751439,4,"ribavirin"
7.5,0.0307249753268806,126.625085572137,66.5855930044059,4,"ribavirin"
8,0.0294757873826851,116.338639422454,67.59890195349,4,"ribavirin"
8.5,0.0282959443482479,107.669099564416,69.0445097097002,4,"ribavirin"
9,0.0271940987588471,100.267202911678,70.790226945405,4,"ribavirin"
9.5,0.026071020318707,93.8534577036493,72.7444455047416,4,"ribavirin"
10,0.024960935919787,88.2070069983408,74.8437865413521,4,"ribavirin"
10.5,0.0238307273742376,83.1559364464027,77.0447481712871,4,"ribavirin"
11,0.0227157685172511,78.5673565740484,79.3179887682286,4,"ribavirin"
11.5,0.0215859267108624,74.338756554708,81.6443292554923,4,"ribavirin"
12,0.0204735605958391,70.3914328149042,84.0119282796653,4,"ribavirin"
12.5,0.0193513031091688,66.6650483195958,86.4142301779652,4,"ribavirin"
13,0.0182483980733531,63.1136581802142,88.8484802920186,4,"ribavirin"
13.5,0.0171402647163574,59.7023503261988,91.3146197522521,4,"ribavirin"
14,0.0160529875764728,56.4048713687888,93.8144829966345,4,"ribavirin"
14.5,0.0149796408583703,53.2018161418709,96.3511903956164,4,"ribavirin"
15,0.0139420177064725,50.0813679004597,98.9285804442351,4,"ribavirin"
15.5,0.0129152782235171,47.0337024360164,101.550824342024,4,"ribavirin"
16,0.0118985647785555,44.0504031547294,104.222422412701,4,"ribavirin"
16.5,0.0108924595302949,41.1251557173527,106.948105944798,4,"ribavirin"
17,0.00989754455879274,38.2534613003371,109.732721700036,4,"ribavirin"
17.5,0.00891431187920567,35.432229845635,112.581142841495,4,"ribavirin"
18,0.00794316025455676,32.6594243261874,115.498208597516,4,"ribavirin"
18.5,0.00698439788926424,29.9337761210293,118.488686989252,4,"ribavirin"
19,0.00603824828818025,27.2545641293524,121.557254987676,4,"ribavirin"
19.5,0.00510485570047965,24.6214458255999,124.708491232246,4,"ribavirin"
20,0.00418429859386177,22.0343312741323,127.946877488373,4,"ribavirin"
20.5,0.00327661381554117,19.4932949551721,131.276805555164,4,"ribavirin"
21,0.00238186249208714,16.998529021801,134.702586144983,4,"ribavirin"
0,0.0394620415268602,6.345027023202,248.397468750573,5,"ribavirin"
0.5,0.09232752936646,15.7199265145483,245.964099865072,5,"ribavirin"
1,0.184474873601713,35.8713166465112,240.29394380649,5,"ribavirin"
1.5,0.288714486859763,70.7087330059199,228.82315761938,5,"ribavirin"
2,0.354311611317968,116.159619163564,209.946335351102,5,"ribavirin"
2.5,0.375134824792166,162.174374096385,185.045795248604,5,"ribavirin"
3,0.374733058246063,201.568024317873,157.763963463123,5,"ribavirin"
3.5,0.367869554090796,232.285920021856,131.65670967124,5,"ribavirin"
4,0.359297093069886,254.948982517125,108.906120009065,5,"ribavirin"
4.5,0.350177263563358,270.910573448126,90.3198037176203,5,"ribavirin"
5,0.340771790137115,281.501246507928,75.8085647712236,5,"ribavirin"
5.5,0.0602330369355444,265.384226260166,65.374175716109,5,"ribavirin"
6,0.0382754718008064,233.294922568452,59.2837620535457,5,"ribavirin"
6.5,0.0346474047921372,203.044443080927,56.3495590033525,5,"ribavirin"
7,0.0327528078927686,177.67087833296,55.4655724384383,5,"ribavirin"
7.5,0.0312136418598966,156.937731738637,55.9045590441144,5,"ribavirin"
8,0.0298234963112751,140.034785952891,57.2083014486314,5,"ribavirin"
8.5,0.0285155492251713,126.175421809201,59.0837048959304,5,"ribavirin"
9,0.0272581962540939,114.705686941326,61.3383614127287,5,"ribavirin"
9.5,0.0260689874668131,105.105446980391,63.8430287692229,5,"ribavirin"
10,0.0249552148032493,96.9709388547952,66.5093554921763,5,"ribavirin"
10.5,0.0238253985280992,89.9807862834473,69.276580970555,5,"ribavirin"
11,0.0227108834630741,83.8817850014258,72.1034577989018,5,"ribavirin"
11.5,0.0215815728737565,78.4768529148783,74.9627094775561,5,"ribavirin"
12,0.0204695791392043,73.6134388075029,77.8371660717729,5,"ribavirin"
12.5,0.0193477564964404,69.1736507017541,80.7169981645204,5,"ribavirin"
13,0.0182451595253217,65.0667092457953,83.5977161687227,5,"ribavirin"
13.5,0.0171373857088878,61.2227838436753,86.4786773509111,5,"ribavirin"
14,0.0160503665551562,57.5884253140405,89.3619819079969,5,"ribavirin"
14.5,0.0149624492578386,54.1227779145985,92.2516318867689,5,"ribavirin"
15,0.0138964295785367,50.7948417651522,95.1529120328024,5,"ribavirin"
15.5,0.0128461199663861,47.5813726109781,98.0719139524063,5,"ribavirin"
16,0.0118298895998852,44.4670718093665,101.01507884583,5,"ribavirin"
16.5,0.0108261541819472,41.4394330001487,103.988890509327,5,"ribavirin"
17,0.00983410118499596,38.4880188961152,106.999897093302,5,"ribavirin"
17.5,0.00885415726595573,35.6048740855271,110.054646334398,5,"ribavirin"
18,0.00788674187977092,32.7841268603625,113.159602819192,5,"ribavirin"
18.5,0.00693219092038773,30.0215212420329,116.321086580161,5,"ribavirin"
19,0.00599075642943778,27.3140189305699,119.545235358871,5,"ribavirin"
19.5,0.00506261329171899,24.6594855091041,122.837986066639,5,"ribavirin"
20,0.00414787123495917,22.0564499202493,126.205070176382,5,"ribavirin"
20.5,0.00324659970162751,19.5039268816353,129.652018437709,5,"ribavirin"
21,0.00235889282846137,17.0013003080466,133.184170270565,5,"ribavirin"
0,0.0394620415268602,6.345027023202,248.397468750573,6,"ribavirin"
0.5,0.09232752936646,15.7199265145483,245.964099865072,6,"ribavirin"
1,0.184474873601713,35.8713166465112,240.29394380649,6,"ribavirin"
1.5,0.288714486859763,70.7087330059199,228.82315761938,6,"ribavirin"
2,0.354311611317968,116.159619163564,209.946335351102,6,"ribavirin"
2.5,0.375134824792166,162.174374096385,185.045795248604,6,"ribavirin"
3,0.374733058246063,201.568024317873,157.763963463123,6,"ribavirin"
3.5,0.367869554090796,232.285920021856,131.65670967124,6,"ribavirin"
4,0.359297093069886,254.948982517125,108.906120009065,6,"ribavirin"
4.5,0.350177263563358,270.910573448126,90.3198037176203,6,"ribavirin"
5,0.340771790137115,281.501246507928,75.8085647712236,6,"ribavirin"
5.5,0.331146601285191,287.837612014122,64.8458769648993,6,"ribavirin"
6,0.321327618876611,290.812896710486,56.7712784891311,6,"ribavirin"
6.5,0.0566828226154995,270.007331362148,51.3366342254375,6,"ribavirin"
7,0.0358837668614628,235.310810927197,48.743015759553,6,"ribavirin"
7.5,0.0323739874319196,203.274058316818,48.2411229123372,6,"ribavirin"
8,0.0305023916362476,176.560775869362,49.1084724179079,6,"ribavirin"
8.5,0.02896927794531,154.789597138864,50.8625115424396,6,"ribavirin"
9,0.0275800164117357,137.073037365483,53.1950939163244,6,"ribavirin"
9.5,0.0262716534315792,122.573257067971,55.9063409115459,6,"ribavirin"
10,0.0250144412432734,110.598854829718,58.8631313516771,6,"ribavirin"
10.5,0.0238239420078296,100.601170810719,61.9748580022315,6,"ribavirin"
11,0.022706083947702,92.1540102509982,65.1789478879971,6,"ribavirin"
11.5,0.021577164660792,84.9190680962841,68.4322091923985,6,"ribavirin"
12,0.0204656025196468,78.630204372201,71.705584769577,6,"ribavirin"
12.5,0.0193442820888815,73.0802647688234,74.9804225818208,6,"ribavirin"
13,0.0182420394126774,68.10877220058,78.2457838894942,6,"ribavirin"
13.5,0.0171346683359675,63.5915777649074,81.4964458097649,6,"ribavirin"
14,0.0160479359707194,59.4329188550588,84.7314085798507,6,"ribavirin"
14.5,0.0149603453120593,55.5589857349815,87.9527432833008,6,"ribavirin"
15,0.0138945611876632,51.9131124062424,91.1647165951828,6,"ribavirin"
15.5,0.0128317952456095,48.4518349487675,94.3731058670839,6,"ribavirin"
16,0.0117916207659216,45.1420030289746,97.5846854356239,6,"ribavirin"
16.5,0.0107685745326426,41.9585566084746,100.806824648926,6,"ribavirin"
17,0.00977770544909512,38.8843044590588,104.047096888484,6,"ribavirin"
17.5,0.00880060986902608,35.9052981268211,107.313017698491,6,"ribavirin"
18,0.00783652575167544,33.0100477381965,110.612066473763,6,"ribavirin"
18.5,0.00688573709963867,30.1897179251544,113.951632472891,6,"ribavirin"
19,0.00594851725992377,27.4376672730757,117.338945495548,6,"ribavirin"
19.5,0.00502506819176729,24.7489561476883,120.781025451539,6,"ribavirin"
20,0.00411552809930971,22.1199387143419,124.284652878418,6,"ribavirin"
20.5,0.00321999588090634,19.5479490703174,127.856355742821,6,"ribavirin"
21,0.00233859545908116,17.031076722985,131.502406642849,6,"ribavirin"
0,0.0394620415268602,6.345027023202,248.397468750573,7,"ribavirin"
0.5,0.09232752936646,15.7199265145483,245.964099865072,7,"ribavirin"
1,0.184474873601713,35.8713166465112,240.29394380649,7,"ribavirin"
1.5,0.288714486859763,70.7087330059199,228.82315761938,7,"ribavirin"
2,0.354311611317968,116.159619163564,209.946335351102,7,"ribavirin"
2.5,0.375134824792166,162.174374096385,185.045795248604,7,"ribavirin"
3,0.374733058246063,201.568024317873,157.763963463123,7,"ribavirin"
3.5,0.367869554090796,232.285920021856,131.65670967124,7,"ribavirin"
4,0.359297093069886,254.948982517125,108.906120009065,7,"ribavirin"
4.5,0.350177263563358,270.910573448126,90.3198037176203,7,"ribavirin"
5,0.340771790137115,281.501246507928,75.8085647712236,7,"ribavirin"
5.5,0.331146601285191,287.837612014122,64.8458769648993,7,"ribavirin"
6,0.321327618876611,290.812896710486,56.7712784891311,7,"ribavirin"
6.5,0.311333360729419,291.131178905181,50.9515076283684,7,"ribavirin"
7,0.30118158512469,289.345461250136,46.8477863599398,7,"ribavirin"
7.5,0.0530150330041166,266.13936424787,44.3392658109531,7,"ribavirin"
8,0.0334252737372929,230.663073090207,43.738208027895,7,"ribavirin"
8.5,0.0300468518420153,198.277679462011,44.6041900437607,7,"ribavirin"
9,0.0282078242720677,171.351396451771,46.4534543890855,7,"ribavirin"
9.5,0.0266896081302436,149.425033565501,48.9493807814316,7,"ribavirin"
10,0.0253097142685793,131.587345176683,51.8709742363888,7,"ribavirin"
10.5,0.0240091349816994,116.991226483507,55.0713986672252,7,"ribavirin"
11,0.0227599911608797,104.94054877497,58.4506884585458,7,"ribavirin"
11.5,0.0215758436771079,94.8836019269697,61.9394935232938,7,"ribavirin"
12,0.0204612706612249,86.3915810239276,65.4891906700116,7,"ribavirin"
12.5,0.0193403319024221,79.1246711704163,69.0659186709994,7,"ribavirin"
13,0.018238504155678,72.8157875865858,72.6469422042082,7,"ribavirin"
13.5,0.0171316053075961,67.2570242384349,76.2179484611623,7,"ribavirin"
14,0.0160452090952921,62.2872249465372,79.7710180230596,7,"ribavirin"
14.5,0.0149579939375202,57.7816161827053,83.3030625791154,7,"ribavirin"
15,0.0138924799255475,53.6438327982694,86.814620065722,7,"ribavirin"
15.5,0.0128300156635946,49.7994922510867,90.3088965406354,7,"ribavirin"
16,0.0117900612273781,46.1913638498245,93.7910208450235,7,"ribavirin"
16.5,0.0107566254995797,42.7754405447687,97.2674487511979,7,"ribavirin"
17,0.00974614120228874,39.5180330045526,100.745508227927,7,"ribavirin"
17.5,0.00875386033233725,36.3935253882974,104.233038673635,7,"ribavirin"
18,0.00779162516696652,33.3838332557494,107.738042656956,7,"ribavirin"
18.5,0.00684413305874736,30.4743497719572,111.26845250792,7,"ribavirin"
19,0.00591068300838388,27.6531483107153,114.832138961118,7,"ribavirin"
19.5,0.00499143796938201,24.9110053265189,118.436856871283,7,"ribavirin"
20,0.00408655786049818,22.2409099762857,122.090179760889,7,"ribavirin"
20.5,0.00319616795043493,19.6375783003748,125.799451813909,7,"ribavirin"
21,0.00232041918722958,17.0970714199039,129.571757346091,7,"ribavirin"
0,0.0394620415268602,6.345027023202,248.397468750573,1,"favipiravir"
0.5,0.09232752936646,15.7199265145483,245.964099865072,1,"favipiravir"
1,0.184474873601713,35.8713166465112,240.29394380649,1,"favipiravir"
1.5,0.262145859027476,46.619648258943,230.718093418136,1,"favipiravir"
