"antibody_scaling","placebo_mortality","day1_mortality","day2_mortality","day1_minus_day2_points","antibody_share_day1","antibody_share_day2"
1,9.62672365568919,9.20942237110025,6.9223195932093,2.28710277789095,0.429582693596398,0.296660631196271
10,9.60066460886922,9.10696632509932,6.90106120380805,2.20590512129127,4.11566924274914,2.90320568710649
100,9.35488759244898,8.21975973185748,6.66821557468115,1.55154415717633,29.0824728006834,23.7690507966086
1000,7.61431434016725,0.924972045257111,4.040175492158,-3.11520344690089,38.8579742737325,78.1030775498184
