"time","T","I","V","NSs","F_I","NK","F_II","C_pro","C_anti","P","PLT","K","L","CD8_N","CD8_E","CD4","IgM","IgG","C_RBV","C_FAV_gut","C_FAV","C_FAVI_RTP","Hgb_drop","arm","sample_id"
2.5,0.567352340677308,942210.44154811,39877383.162488,120050.564612795,0.000174401511107774,0.453373037423478,0.0210393113295081,0.332514039754359,0.00171514274293976,137.132059132386,48714.0929655655,16.5867269698424,87.9590033764768,19.053198616723,7.51293507750189,0.610820911983695,0.130536636428344,0.000896213714293094,0,0,0,0,0,"placebo",23
3,0.0607342974283291,919288.341450252,38944344.2876569,117395.501306238,0.000173123800520305,0.462064059423595,0.0215846529539126,0.324552899162923,0.00176666491446328,147.647132731327,35770.7464812834,19.1669481990603,104.201769880064,20.1119738446274,8.4823369982949,0.646857962202627,0.153224465788076,0.00125653733742395,0,0,0,0,0,"placebo",23
3.5,0.00693014485561614,895895.480333545,37984117.6873398,114582.90987556,0.000174456454523593,0.468192888848991,0.0219731466714392,0.31642456627223,0.00179253956595068,155.743192056508,26182.5222930054,21.3836382546902,118.93661136252,21.1141755995194,9.47522711205208,0.681540562828087,0.176234918394703,0.00169529318897099,0,0,0,0,0,"placebo",23
4,0.00088671187650569,872045.293390304,37002722.6548079,111677.754971221,0.000177097531641332,0.472434965667464,0.0222463263734668,0.308133807624482,0.0017992125512192,161.78123441441,19312.5339694219,23.2337451798259,131.943070362464,22.0628588953261,10.486750270028,0.714919569789284,0.199436034908718,0.00221765737135365,0,0,0,0,0,"placebo",23
4.5,0.000169039734008982,847756.275322519,36002188.0589147,108703.995932928,0.000180459626080267,0.475282249405697,0.0224345176621277,0.299686693263092,0.00179145430408207,166.068372750042,14513.0194188628,24.7347494722884,143.141526336589,22.960928154772,11.5124855837207,0.747043923733591,0.222703761224222,0.00282816195816868,0,0,0,0,0,"placebo",23
5,8.01486695494753e-05,823051.594508831,34983703.0109344,105671.709192099,0.000184286041946016,0.477092569344312,0.0225598162751209,0.291090918264627,0.00177279977162634,168.864663755251,11223.9522602747,25.9145583771705,152.545817526053,23.811141644626,12.548415588912,0.777960722287443,0.245921661163077,0.00353068299948945,0,0,0,0,0,"placebo",23
5.5,7.00478336043421e-05,797958.441227528,33948380.3256192,102586.485702873,0.000188471719241037,0.478125648509871,0.0226382912881633,0.28235562607247,0.0017458734138589,170.39021002607,9003.54717416013,26.8053234008256,160.229215954883,24.6161162781311,13.5908971986441,0.807715289194079,0.2689806687472,0.00432843672995929,0,0,0,0,0,"placebo",23
6,7.05484319064698e-05,772507.388019313,32897425.7292827,99452.6508353073,0.000192980948571431,0.47856939052421,0.0226816005483439,0.273491193258322,0.0017126290182569,170.831464453456,7523.2388657742,27.4398020358923,166.30040920352,25.3783326808357,14.6366343808613,0.836351240619531,0.2917788669931,0.00522398275736758,0,0,0,0,0,"placebo",23
6.5,7.27024417022566e-05,746731.790031371,31832160.5995527,96274.335558332,0.000197810025981649,0.478559050822149,0.022698171202296,0.264509021849984,0.00167452656593715,170.346606966033,6548.32529059366,27.849330846071,170.886829068223,26.1001404280025,15.6826524928718,0.863910548807376,0.31422128483799,0.00621923317085352,0,0,0,0,0,"placebo",23
7,7.52788709025822e-05,720667.227764096,30754009.6650078,93055.8027153997,0.000202970511473721,0.478191206133405,0.022694061001799,0.25542134430621,0.00163266260540194,169.070077015107,5915.84126397499,28.062798242954,174.123313553364,26.7837633749225,16.7262742022443,0.890433603205655,0.336219705751442,0.00731546664374199,0,0,0,0,0,"placebo",23
7.5,7.81142368233122e-05,694350.991878503,29664481.3387968,89801.5173154964,0.000208481850342484,0.477533918912333,0.0226735858632177,0.246241041891527,0.00158786629458317,167.116380024151,5514.87713198878,28.1062225553621,176.144604764603,27.4313050140344,17.7650969222711,0.915959269158497,0.357692483010125,0.00851334672015405,0,0,0,0,0,"placebo",23
8,8.12039924917561e-05,667821.609322927,28565147.5374949,86516.1310646899,0.00021436822628956,0.476634115738852,0.0226397763357119,0.236981476606582,0.00154077009928086,164.583279425254,5270.99818641498,28.0026843593312,177.080578172442,28.0447538039441,18.7969716892766,0.940524944236215,0.378564357786341,0.00981294357062166,0,0,0,0,0,"placebo",23
8.5,8.45713394269609e-05,641118.4099035,27457624.6608726,83204.4403510628,0.000220657326395616,0.475522921435678,0.0225947086877351,0.227656336652261,0.00149186178158411,161.554471087709,5134.72042105493,27.7724555487935,177.053394324372,28.6259884249629,19.819983409746,0.964166612262232,0.398766277181945,0.0112137585858382,0,0,0,0,0,"placebo",23
9,8.82477226162526e-05,614281.1322495,26343556.1166171,79871.3382266114,0.000227379976375287,0.474219489988719,0.0225397440198617,0.218279495271305,0.00144152259360076,158.101822876127,5073.34908976005,27.4332278039762,176.175982012823,29.1767829237477,20.8324324046719,0.986918895083628,0.418235210157522,0.0127147512466183,0,0,0,0,0,"placebo",23
9.5,9.22703154594784e-05,587349.568034086,25224596.4513073,76521.7674519319,0.000234570183231998,0.47273372261476,0.0224756995710283,0.208864882724955,0.00139005528927274,154.287248658846,5065.36857123664,27.0003818728613,174.55142682054,29.6988117158599,21.8328171812625,1.0088151021144,0.436913959984737,0.014314367774166,0,0,0,0,0,"placebo",23
10,9.66824879950029e-05,560363.243136233,24102397.0616988,73160.6769617099,0.000242265380477497,0.471068156082049,0.022402969827705,0.199426371054954,0.0013377046388915,150.164275681549,5096.66242880675,26.487263336254,172.272957286719,30.1936544198985,22.8198183622365,1.02988727766457,0.45475097240679,0.0160105711171079,0,0,0,0,0,"placebo",23
10.5,0.000101534938904026,533361.134325046,22978593.4360332,69792.9824610238,0.000250506786825059,0.469219222283624,0.0223216100485078,0.189977671227583,0.00128467242056601,145.779354672268,5158.00212248234,25.9054459018349,169.42431052711,30.6628005001191,23.7922837052922,1.05016624604401,0.471700139145477,0.0178008718827532,0,0,0,0,0,"placebo",23
11,0.000106887426080528,506381.419930603,21854793.864408,66423.5312784467,0.000259339839268505,0.467178019831108,0.0222313911867321,0.180532242790696,0.00123112834973053,141.172954342991,5243.39373462641,25.2649726316068,166.080323505247,31.1076536961286,24.7492141468277,1.06968165439934,0.487720596756439,0.0196823598636793,0,0,0,0,0,"placebo",23
11.5,0.000112810404942795,479461.262876805,20732569.5526279,63057.0713904468,0.000268814682005247,0.464930691721585,0.0221318324222858,0.171103210414953,0.00117721802718711,136.380475299751,5348.99614701464,24.5745711896518,162.307643640313,31.5295362181751,25.6897508057947,1.08846201320086,0.502776521120685,0.0216517358512765,0,0,0,0,0,"placebo",23
12,0.000119387527446142,452636.624381057,19613446.0686017,59698.2244537475,0.000278986698153544,0.462458466398332,0.0220222154046159,0.161703308404017,0.00112306868840529,131.433012875026,5472.41529554674,23.8418424752892,158.165486377666,31.9296926842572,26.6131628850285,1.10653473423818,0.516836918081239,0.0237053434638287,0,0,0,0,0,"placebo",23
12.5,0.000126719911437699,425942.106584134,18498896.047283,56351.4626391987,0.000289917067904412,0.459737388042464,0.0219015825798345,0.152344795589048,0.00106879337846088,126.357993659729,5612.24479196524,23.0734238616232,153.706392175918,32.3092937701699,27.5188364086812,1.12392616590117,0.52987541089867,0.0258392007501696,0,0,0,0,0,"placebo",23
13,0.000134928749893461,399410.822359144,17390333.0847679,53021.0890721769,0.000301673325263966,0.456737733056721,0.0217687204890206,0.143039441319026,0.00101449391816774,121.179706570677,5767.76731084106,22.2751291681784,148.976952747983,32.6694395344765,28.4062637350262,1.14066162540294,0.541870025316557,0.0280490313602244,0,0,0,0,0,"placebo",23
13.5,0.000144161776084098,373074.290291178,16289106.7294359,49711.2216129359,0.000314329863586009,0.453423078281553,0.0216221274605982,0.133798454875728,0.000960263064062978,115.919745629097,5938.76099895975,21.4520677959545,144.018488045906,33.0111623551306,29.2750337968108,1.15676542726861,0.552802973727693,0.0303302950663013,0,0,0,0,0,"placebo",23
14,0.000154600101481762,346962.354887742,15196498.5734527,46425.7799847385,0.000327968293662328,0.449748960983292,0.0214599640533249,0.124632473008389,0.000906186027211271,110.597381248933,6125.3744156348,20.6087461467902,138.867668971209,33.3354294640662,30.1248229247401,1.17226090826689,0.562660435492655,0.032678217696659,0,0,0,0,0,"placebo",23
14.5,0.000166467760551548,321103.12591514,14113719.1863587,43168.4754911381,0.000342677511280268,0.445660991731994,0.021279981164326,0.115551528438258,0.000852341555796361,105.229866831333,6328.04741924254,19.7491523659084,133.557071079431,33.6431447939766,30.9553864028448,1.18717044501181,0.5714323444423,0.0350878197837077,0,0,0,0,0,"placebo",23
15,0.000180044387106307,295522.942047448,13041906.0970522,39942.8039247206,0.000358553167974577,0.441092284029898,0.0210794213797512,0.106565035496555,0.000798802709960401,99.8326986525339,6547.46176996664,18.8768286362708,128.11567506399,33.9351501988734,31.7665503856056,1.20151546599828,0.579112170421183,0.0375539445768188,0,0,0,0,0,"placebo",23
15.5,0.0001956825314207,270246.352225496,11982122.5405175,36752.0408267096,0.000375696066034788,0.43595988688461,0.0208548824154559,0.0976817818896304,0.000745637408233301,94.4198316925929,6784.51261418544,17.9949315100443,122.569304457295,34.2122255602471,32.5582043318693,1.21531645203345,0.585696707345564,0.0400712847179727,0,0,0,0,0,"placebo",23
16,0.000213831373496512,245296.116908295,10935357.0470907,33599.2393200813,0.000394208567790735,0.430159816763608,0.020602127149627,0.088909922191342,0.000692908825398014,89.0038615560382,7040.29423280932,17.10628279576,116.941010767839,34.475087399842,33.33029372845,1.22859292156235,0.591185862998907,0.0426344078065889,0,0,0,0,0,"placebo",23
16.5,0.000235069748206205,220693.228984505,9902523.83726706,30487.2303902011,0.000414187382355375,0.423560016311876,0.0203158163154022,0.0802569896287886,0.000640675678865751,83.5961779503276,7316.09618124464,16.2134123799216,111.251409542303,34.7243851596757,34.0828129827085,1.24136339205875,0.595582452762747,0.045237780719704,0,0,0,0,0,"placebo",23
17,0.000260152511880092,196456.956188317,8884464.05098206,27418.6256845456,0.000435709659677127,0.415990231947951,0.0199891302974661,0.0717298948517386,0.000588992459604808,78.2070935184085,7613.40738170205,15.3185939323398,105.518969443078,34.9606937375934,34.8157983409592,1.25364530291513,0.59889200035714,0.0478757923650884,0,0,0,0,0,"placebo",23
17.5,0.000290076960630894,172604.910128163,7881947.94204031,24395.823156198,0.000458806337946599,0.407227002468556,0.0196132145103495,0.0633349541808879,0.00053790961320026,72.8459550958611,7933.92650195463,14.4238753860458,99.7602654047986,35.1844995915924,35.5293203825612,1.26545487220609,0.601122543429934,0.0505427751815624,0,0,0,0,0,"placebo",23
18,0.000326178828583622,149153.153188889,6895678.32860302,21421.0163438646,0.000483410638473085,0.39697087987226,0.0191763511639963,0.0550779135613985,0.000487473714887018,67.5212391328673,8279.57790130742,13.5311045736664,93.990196258837,35.3961751688847,36.2234756019191,1.27680683367885,0.602284448211901,0.0532330249356176,0,0,0,0,0,"placebo",23
18.5,0.000370273644671115,126116.369152308,5926295.97513464,18496.2090925406,0.000509255313342209,0.384810579319177,0.018662680204846,0.0469639951897286,0.000437727650778524,62.2406357975507,8652.53273014552,12.6419511200312,88.2221734562665,35.5959303469642,36.8983759549371,1.28771393874587,0.602390234754881,0.0559408186884133,0,0,0,0,0,"placebo",23
19,0.000424867896668753,103508.158971479,4974388.47443766,15623.2399187554,0.000535658200388721,0.370164353168145,0.018050150348346,0.0389979745378169,0.000388710843357451,57.0111254862567,9055.23508361832,11.7579253077565,82.4682850364939,35.783714482304,37.5541341439389,1.29818595565459,0.601454417751711,0.0586604303813192,0,0,0,0,0,"placebo",23
19.5,0.000493479513487811,81341.6254974616,4040506.58816502,12803.8265540546,0.000561042332245719,0.352179491269655,0.0173070989971347,0.0311843299334968,0.000340459583790742,51.8390530977495,9490.43331254868,10.8803946742312,76.7394394195764,35.9589989771988,38.1908395275044,1.30822745782051,0.599493373112158,0.0613861428295713,0,0,0,0,0,"placebo",23
20,0.000581132961280944,59630.7664060714,3125199.77428953,10039.6615568839,0.000581748291428472,0.329549587110184,0.0163862154070865,0.0235275866379508,0.000293007635137123,46.7302105784473,9961.21674056477,10.0105993188364,71.0454948889955,36.1202178521053,38.8085108904071,1.31783216081323,0.596525255463031,0.0641122529328644,0,0,0,0,0,"placebo",23
20.5,0.000695136094123291,38394.8155923954,2229114.18217219,7332.67135950324,0.000588616448373568,0.300157878101177,0.0152131795127514,0.0160333408829792,0.000246387631033035,41.6899557709962,10471.0577407067,9.14966754181088,65.3953833396214,36.2629457926367,39.4069804174023,1.32696455744653,0.592570048950593,0.0668330592960056,0,0,0,0,0,"placebo",23
21,0.000846314744845469,17680.1504800944,1353396.98879736,4686.05847719435,0.000554417754128501,0.26031918940918,0.0136634918730413,0.00871288803411493,0.0002006357179573,36.7234829835397,11023.8578459497,8.29863651787966,59.7972511840579,36.3705419473729,39.9854855718934,1.33546566126656,0.587650142258127,0.069542779351969,0,0,0,0,0,"placebo",23
0,56072.7755304302,989820.468112221,34382145.8662877,95187.9792579277,0.000509658157490466,0.324316642790606,0.0132590994769278,0.325663239690689,0.000685709837639587,38.2980052478512,151626.91253449,2.2605647951697,10.2294776903817,12.7928463922969,3.22285553812484,0.408395354841496,0.0276779888795764,4.8144874382983e-05,0,0,0,0,0,"ribavirin",23
0.5,6537.15667989024,1022214.71181243,40378834.9490828,115883.544708045,0.000330546817336246,0.368525495162353,0.0158389179700061,0.355276684171419,0.00103228910204229,63.1944111411731,131702.573502456,4.50006549551104,21.1892516467599,14.1857915191459,3.98439533970673,0.452039718847526,0.0460074078645873,0.000114671374637873,0,0,0,0,0,"ribavirin",23
1,623.931472154993,1007461.78453193,41770128.8324728,122930.36916983,0.000241057127176461,0.400819573880009,0.0177917610582946,0.354486802693266,0.00130381954300668,86.8752046565907,108676.792138632,7.39121128428607,35.9628086996612,15.5045445244743,4.80142361003494,0.494044152193246,0.0658603921445368,0.000224944705649942,0,0,0,0,0,"ribavirin",23
1.5,58.1466078084543,986563.508759744,41504946.7496921,123813.446591144,0.000199234396527859,0.424254958285596,0.0192315102418607,0.347838344264057,0.00149727935512876,107.147078849243,85791.864769798,10.5537932667102,52.9393623280444,16.7529315977726,5.66638572237734,0.534470003029177,0.086698802939116,0.000387079165070733,0,0,0,0,0,"ribavirin",23
2,5.60254101152921,964650.658058793,40760573.155004,122364.337590709,0.000181111683460948,0.441193323179225,0.0202804548941116,0.340299048019457,0.00162926016557686,123.78146430927,65432.6537913212,13.68247120494,70.6338917985918,17.9346403546513,6.57234344335094,0.573376565080885,0.108311663078862,0.000608523782293456,0,0,0,0,0,"ribavirin",23
2.5,0.567352340677308,942210.44154811,39877383.162488,120050.564612795,0.000174401511107774,0.453373037423478,0.0210393113295081,0.332514039754359,0.00171514274293976,137.132059132386,48714.0929655655,16.5867269698424,87.9590033764768,19.053198616723,7.51293507750189,0.610820911983695,0.130536636428344,0.000896213714293094,0,0,0,0,0,"ribavirin",23
3,0.0607342974283291,919288.341450252,38944344.2876569,117395.501306238,0.000173123800520305,0.462064059423595,0.0215846529539126,0.324552899162923,0.00176666491446328,147.647132731327,35770.7464812834,19.1669481990603,104.201769880064,20.1119738446274,8.4823369982949,0.646857962202627,0.153224465788076,0.00125653733742395,0,0,0,0,0,"ribavirin",23
3.25,0.0248043044780362,907649.409313773,26606602.401778,116003.324850345,0.000250762776146082,0.539074866061841,0.0227830070252485,0.10628110392203,0.00167173013201688,149.127822184591,30628.5289651792,15.9092593752041,100.000533118873,20.6199543690021,8.97616005922903,0.664365371559377,0.164697796799517,0.00146577283738536,59.1251446126566,0,0,0,0.170007765280318,"ribavirin",23
3.5,0.0132834793336733,895894.054472397,20327036.7352254,114582.846482519,0.000304291281122435,0.605546507181946,0.0250575492166355,0.0535540533985129,0.00149693109674443,146.708966681207,26373.7388898725,13.4149728244196,96.3220534812932,21.1141843283104,9.47522732510177,0.681540658523681,0.176234901551248,0.00169529319497349,87.2559233285531,0,0,0,0.419405634708437,"ribavirin",23
3.75,0.00818510317591279,884024.14413833,17091324.3620387,113139.758429276,0.000341547093871403,0.662628447270027,0.0276420617725402,0.0399297232297049,0.00132365953796457,142.556183375732,22917.0374136436,11.4909081200627,92.8994675337804,21.5950394713556,9.97894632566699,0.698390104384467,0.187819537639962,0.00194572571909577,115.131701945116,0,0,0,0.746761402013201,"ribavirin",23
4,0.00543753180345104,872041.865589249,15379029.0431499,111677.524355895,0.000367935613001126,0.711523593876104,0.030178055307238,0.0357429111734423,0.00116842577771581,137.737686068601,20127.5469421476,9.99327776172663,89.6148344612347,22.0628865628696,10.4867516774363,0.714919875377501,0.199435956350235,0.00221765738616249,142.75479198933,0,0,0,1.1506621171513,"ribavirin",23
4.25,0.00377230766779861,859949.715489597,14427940.0465337,110198.308931468,0.000387108532542367,0.753336753718228,0.0325118014049447,0.0339585759410844,0.00103280043410879,132.771255532572,17879.6269307007,8.81660199439173,86.4252749594399,22.5180833840464,10.9981041194246,0.731136023499171,0.211068893472524,0.00251163440211266,170.127484034669,0,0,0,1.62971385651362,"ribavirin",23
4.5,0.00269229324339854,847750.480178303,13856704.7876491,108703.525532832,0.000401515024294827,0.789045771964854,0.0345900958948198,0.0328618478018548,0.000915113948358671,127.900366179245,16066.5309742122,7.8830936553386,83.3218372594848,22.9609787791347,11.5124895729951,0.747044487705489,0.222703560816417,0.00282816190272176,197.252047891025,0,0,0,2.18254149571789,"ribavirin",23
4.75,0.00196421273657197,835447.21493433,13474672.231819,107194.158418245,0.000412792866091595,0.819503343430401,0.0364074457324194,0.0320080054009735,0.000813181177367545,123.232561903802,14601.8054084831,7.13493935795752,80.3089684423755,23.3919127378372,12.0294182268136,0.762651095391679,0.234325638284777,0.00316770378139619,224.130732792931,0,0,0,2.80778848492397,"ribavirin",23
5,0.00146222088762117,823043.223480507,13186559.7809797,105670.951798224,0.000422036108406378,0.845447659210146,0.0379796072155986,0.03126621249062,0.000724921301061388,118.808598383605,13416.7742446178,6.52887186323124,77.3948754761025,23.8112165038094,12.5484236472071,0.777961564056461,0.245921266417395,0.00353068263475182,250.765767586075,0,0,0,3.50411662667204,"ribavirin",23
5.25,0.00111133036702858,810542.038000161,12944754.0801258,104134.520378226,0.000429975698921421,0.86751522075237,0.0393305262977472,0.0305890524852583,0.000648481513467175,114.636917462522,12457.2327370583,6.03232746869118,74.587330462397,24.2192127017414,13.0690619141323,0.792981503078584,0.257477039333424,0.00391747981674789,277.159360912117,0,0,0,4.27020585620636,"ribavirin",23
5.5,0.000863865492210607,797947.399742701,12725466.3820074,102585.41358765,0.000437100570572004,0.88625350506605,0.0404860547482398,0.0299545376644766,0.000582243456150465,110.710790709122,11680.4028892252,5.62068556839274,71.8920987659144,24.6162154776053,13.5909107826613,0.807716415556036,0.268979998008006,0.00432843559285361,303.313701391836,0,0,0,5.10475402426031,"ribavirin",23
5.75,0.000688278505957617,785263.240243404,12516817.3957485,101024.152508266,0.000443738536056551,0.902132655153491,0.0414710674011943,0.0293502160062397,0.000524802938653842,107.016807868404,11052.4222696726,5.27525791372152,69.312576478554,25.0025306481493,14.1135688697704,0.82217170017406,0.280417623826167,0.0047638493862729,329.23095780663,0,0,0,6.00647668226317,"ribavirin",23
6,0.000563178092512746,772493.663168498,12312883.8959316,99451.2507234206,0.000450110225341119,0.915555941351071,0.0423082675309689,0.0287681166287499,0.000474945072473242,103.539046913259,10546.3635300989,4.98180773713196,66.8499457636781,25.378455856909,14.636654865986,0.836352653081019,0.291777832358921,0.00522398010887355,354.913279278315,0,0,0,6.97410687000267,"ribavirin",23
6.25,0.000473834212092371,759642.92678763,12110723.7758701,97867.2257101579,0.000456365009303034,0.926868971958516,0.0430178139883058,0.028202780017174,0.0004316203450027,100.261092168334,10140.7018342927,4.72945027345264,64.5035188389341,25.7442807345209,15.1598067716704,0.850264469754459,0.303048967322017,0.00570904656971274,380.362795447372,0,0,0,8.00639490560176,"ribavirin",23
6.5,0.000409997012404199,746715.427077335,11908888.9602789,96272.6046827408,0.00046260491176937,0.936367727526415,0.0436173341637864,0.0276503169417644,0.000393922968791845,97.1669823577034,9818.1369978852,4.50983179664543,62.2711200799642,26.1002870619731,15.6826811572763,0.863912246850453,0.314219794669807,0.0062192279548063,405.581616649533,0,0,0,9.10210817789498,"ribavirin",23
6.75,0.000364478398303629,733715.681454295,11706681.6215047,94667.9271939269,0.000468900522898556,0.9443055287199,0.0441221052392359,0.0271078874733757,0.000361071713510456,94.2416286299212,9564.68889727864,4.31651420792438,60.1494423850156,26.4467489355656,16.204952447165,0.877300984028547,0.325279496791206,0.00675466437195763,430.571834090772,0,0,0,10.2600309411259,"ribavirin",23
7,0.000332205454117748,720648.313137146,11503781.8229223,93053.7458550937,0.000475301590636954,0.950899056658783,0.0445452967732769,0.0265733766572622,0.00033239310972903,91.4709720036886,9369.00100837877,4.14451244626143,58.1343549412276,26.7839329327034,16.7263122264411,0.890435585748544,0.336217666775317,0.00731545745492802,455.335520020712,0,0,0,11.4789641119507,"ribavirin",23
7.33333333333333,0.000303712287679995,703128.123528124,11231989.3163669,90887.6991032098,0.000484055494132245,0.957911385717251,0.0450019357515406,0.0258820694868389,0.000299657882072716,87.9950904954832,9182.15514039987,3.94187751531506,55.6055787453326,27.2195263492994,17.4195384261614,0.907561368393903,0.350595613850993,0.0081027302047497,478.420333701208,0,0,0,13.178681252736,"ribavirin",23
7.5,0.000294029295699716,694329.640994504,11095545.4163709,89799.1446178919,0.000488540237132613,0.960755826045875,0.0451904081632276,0.0255454723366323,0.000285328115457135,86.3428080419661,9115.48691894867,3.85010273653906,54.405812495925,27.4314970063336,17.7651453948892,0.915961535186252,0.357689802036055,0.00851333178366975,489.901697537182,0,0,0,14.0402777659297,"ribavirin",23
7.66666666666667,0.000286664139420462,685507.484150382,10958758.0849867,88707.1348544499,0.000493101059522377,0.963209313969487,0.045355541379178,0.0252228763193047,0.000272189376548331,84.7432959342573,9064.18269020591,3.76382365813979,53.2473008443041,27.6396804339988,18.1099785586408,0.924255048121191,0.36471716214809,0.00893523964515643,486.936630125651,0,0,0,14.891126062329,"ribavirin",23
8,0.000277324223911286,667797.957960801,10684100.3457291,86513.456485442,0.000502494553339814,0.967095425733987,0.0456242047618684,0.0245665443543253,0.000249038524161378,81.690645116274,9001.53124468299,3.60500981660972,51.0462747813292,28.044967819071,18.7970316176796,0.940527493336028,0.378560943314115,0.00981292069840867,495.3501509309,0,0,0,16.6157553033269,"ribavirin",23
8.33333333333333,0.000273276630784766,650011.237832108,10408130.6347351,84308.0926422257,0.000512277596730091,0.969813731762232,0.0458227941633218,0.0239092560552458,0.000229416621640987,78.8149195465225,8983.645419046,3.46152388052016,48.9894592438635,28.4359397984338,19.4801415292592,0.956389296718681,0.392106803066607,0.010735597619465,503.662136425723,0,0,0,18.3520368617701,"ribavirin",23
8.5,0.000272722525037639,641092.606972686,10269693.0225995,83201.4804540059,0.000517328223660809,0.970799374400831,0.0458996877813041,0.0235751443841332,0.000220721993110178,77.4371423909486,8988.83121690769,3.39454969075962,48.0110594100741,28.6262241152031,19.8200557222724,0.964169444018082,0.398762040040129,0.0112137252510138,514.990727509369,0,0,0,19.231314811785,"ribavirin",23
8.66666666666667,0.000272950191912828,632159.095751542,10131004.7672654,82092.4908659854,0.00052248394327881,0.971560610412129,0.0459634051015596,0.0232507728879429,0.00021267756418779,76.096369266161,9002.25444528598,3.33045605566915,47.0642728204819,28.8131270016035,20.158794749849,0.971850781979354,0.405335776877192,0.0117029875863064,511.873811950482,0,0,0,20.0994495592166,"ribavirin",23
9,0.000275319193476466,614253.335334367,9852895.27997357,79868.1113512787,0.000533143429823132,0.972493666199686,0.046055816694118,0.0225913646725482,0.000198293415846859,73.5174621520963,9050.84428324934,3.20960581891304,45.2587629578206,29.1770400554167,20.8325179723118,0.986922010417737,0.418230065342603,0.0127147044463428,519.986388059144,0,0,0,21.8574829670631,"ribavirin",23
9.33333333333333,0.000279713674466721,596305.747590099,9573981.30662772,77636.4209771577,0.00054428430275556,0.972738897199214,0.0461078979375229,0.0219313766200456,0.000185833050493731,71.0626512248265,9124.26283243625,3.09727983520984,43.5617095890449,29.5281702325769,21.500875935651,1.00161278730991,0.430773009210169,0.0137702625898627,528.001060695447,0,0,0,23.6256372258563,"ribavirin",23
9.5,0.000282527602024828,587319.939513832,9434272.39152578,76518.2930480781,0.000550046233865292,0.972637065357541,0.0461208383823058,0.0215970916406891,0.000180211417079927,69.8774137565902,9168.97040354465,3.04385511106333,42.7504671867009,29.6990901201555,21.832916808476,1.00881850182439,0.436907826154413,0.0143143042035829,539.18234359345,0,0,0,24.5202871437035,"ribavirin",23
9.66666666666667,0.000285698259133821,578328.069862515,9294444.18223886,75398.8876750944,0.000555934612479066,0.972396488293655,0.0461259511916677,0.0212711668974995,0.000174944498334889,68.7181632402484,9218.42204425501,2.99215194622364,41.9626802071322,29.8669900842647,22.1634693341894,1.01593266808594,0.442949063996325,0.0148690809301467,535.919011370069,0,0,0,25.4034228655635,"ribavirin",23
10,0.000292994218832762,560331.94786783,9014465.33852042,73156.975161448,0.000568123074999174,0.971545487035361,0.046114995758794,0.0206110963632959,0.000165340488766978,66.4718083386245,9330.07122178306,2.89316560487531,40.4520495720678,30.1939540558445,22.8199328222842,1.0298909643079,0.454743774186447,0.0160104869665647,543.741407337127,0,0,0,27.1903606277792,"ribavirin",23
10.3333333333333,0.000301429033220622,542328.900748092,8734225.13308435,70912.1380431222,0.000580879630459674,0.970247569825566,0.0460789991852146,0.0199515257504123,0.000156786629177538,64.3128093088455,9456.62308343058,2.79946540399064,39.0209942130429,30.5094990855035,23.4699331113434,1.0434967494807,0.466143747051112,0.0171937209057811,551.469401762179,0,0,0,28.9859812943651,"ribavirin",23
10.5,0.000306040317750976,533328.337446591,8594057.38744232,69789.0737094808,0.000587482923808118,0.969447486535537,0.0460526106655094,0.0196185469780552,0.000152842132779952,63.2630487005332,9524.82666898686,2.75434605914199,38.3326848055812,30.663121384852,23.7924137135571,1.05017022182937,0.471691805400814,0.0178007631007735,562.508645578788,0,0,0,29.8938346036678,"ribavirin",23
10.6666666666667,0.000310903596654529,524330.289045944,8453902.07550707,68665.8172942055,0.000594235831004523,0.968550066109134,0.0460210645688786,0.0192928140116614,0.000149091741691972,62.2316487163182,9596.01927714744,2.71034860513851,37.6614694726286,30.8140451827202,24.1131671544343,1.05675886463567,0.477136626031955,0.0184179398284648,559.104133893903,0,0,0,30.7898255154295,"ribavirin",23
11,0.00032137085132544,506347.28551173,8173672.23752953,66419.4360977808,0.000608225133952675,0.96648837591475,0.045943581420209,0.0186353169372222,0.000142099964047605,60.2199321155395,9746.62563505718,2.62523046377792,36.3661749040223,31.1079959860468,24.7493604149735,1.06968592370319,0.487711063732969,0.0196822218813759,566.646729235551,0,0,0,32.6014436389442,"ribavirin",23
11.3333333333333,0.0003328218966778,488390.848643597,7893708.76240367,64174.3960435358,0.000622883143577474,0.964087889534363,0.0458483465024208,0.0179793859142615,0.000135684292372405,58.2702656822898,9907.1500297567,2.54361911331785,35.1285123482826,31.3917393002716,25.3782652168439,1.08228631871215,0.497856694604168,0.0209855704731916,574.098299704565,0,0,0,34.4203955485781,"ribavirin",23
11.5,0.000338921722350208,479425.952787316,7753875.71698521,63052.8101839426,0.00063047686176223,0.962767258774318,0.0457944965925563,0.0176492114110186,0.000132659239010039,57.316637168053,9990.80499595472,2.50397289777301,34.529345878472,31.5299001218729,25.6899139924508,1.08846657981724,0.502765729309232,0.0216515639337086,585.000585073284,0,0,0,35.3394175001591,"ribavirin",23
11.6666666666667,0.000345277050805231,470471.698862681,7614181.43887739,61932.0736702326,0.000638247825773106,0.961365496277815,0.0457366599482735,0.0173253668075468,0.00012974130269442,56.3761467728167,10076.577544401,2.46509711035838,33.9425399014587,31.6656476090088,25.9996591707496,1.09456822472847,0.507564107260258,0.0223269184683689,581.459943799234,0,0,0,36.2462504989095,"ribavirin",23
